tenant_id,SalesOrgID,SalesRegion,SalesSubRegion,SalesState,SalesUnit,BLOrgID,BLRegion,BLSub-Region,BLDomain,BLComp,AcctID,AccountName,Sector,Industry,OrderNumber,CreateDate,ClosureDate,StartDate,EndDate,ProductID,ServiceLine,Service (Offer),TechID,Partner,Technology,ServiceMode,OrderType,ServiceType,EngagementType,ProjectValue,Margin%,CM%,Cross Sell 1 Service,Cross Sell 1 Technology,Cross Sell 1 Partner,Cross Sell 1 Projected Value,Cross Sell 1 CM,Cross Sell 2 Service,Cross Sell 2 Technology,Cross Sell 2 Partner,Cross Sell 2 Projected Value,Cross Sell 2 CM,Cross Sell 3 Service,Cross Sell 3 Technology,Cross Sell 3 Partner,Cross Sell 3 Projected Value,Cross Sell 3 CM,Up Sell 1 Service,Up Sell 1 Partner,Up Sell 1 Technology,Up Sell 1 Projected Value,Up Sell 1 CM,Up Sell 2 Service,Up Sell 2 Partner,Up Sell 2 Technology,Up Sell 2 Projected Value,Up Sell 2 CM,Up Sell 3 Service,Up Sell 3 Partner,Up Sell 3 Technology,Up Sell 3 Projected Value,Up Sell 3 CM
P2SCSJ91BR52L8U,SR#010126,North,North-C,UTTAR PRADESH,NOIDA,BL#04010511,South,South-N,Consumer,Technical,ID#49126435,ACCELYA SOLUTIONS INDIA LIMITED,IT - Software,Computers - Software - Medium / Small,OR# 8451709,05-11-2019,2020-01-24 00:00:00,24-03-2020,10-08-2020,P#0403,CSD,Apps Development,T#0453,SNL,SNL Service Management,Direct,Renewal,Run,R&R,72313963,19.9174531442811,14403099.6972978,Systems Engineering,Pipedrive (Sales CRM),Pipedrive,36880121.13,13645644.8181,Embedded Systems,Monday.com (Work Operating System),Monday.com,40568133.24300001,5273857.321590002,Engg OS Services,HPE GreenLake,Hewlett Packard,44624946.56730001,6856014.518067002,Systems Engineering,Pipedrive (Sales CRM),Pipedrive,36880121.13,13645644.8181,Embedded Systems,Monday.com (Work Operating System),Monday.com,40568133.24300001,5273857.321590002,Engg OS Services,HPE GreenLake,Hewlett Packard,44624946.56730001,6856014.518067002
P2SCSJ91BR52L8U,SR#010121,North,West-N,RAJASTHAN,UDAIPUR,BL#01020644,Central,Central-W,Telecom,Architect,ID#49126435,ACCELYA SOLUTIONS INDIA LIMITED,IT - Software,Computers - Software - Medium / Small,OR# 7019003,15-06-2020,2020-09-05 00:00:00,05-10-2020,02-03-2021,P#0307,Digital,Automation,T#0419,Samanage,Samanage (now part of SolarWinds),Direct,New,Type,FP,77370886,16.3213858154304,12628000.8128768,Workplace Services,PhoneGap (Cross-Platform Development Framework),PhoneGap,38685443.0,16247886.06,Workplace Services,Laboratory Diagnostics,Siemens Healthineers,40619715.15,4061971.515,Test AI Services,Lattice3D,Lattice Technology,44681686.665,5280562.969500001,Workplace Services,PhoneGap (Cross-Platform Development Framework),PhoneGap,38685443.0,16247886.06,Workplace Services,Laboratory Diagnostics,Siemens Healthineers,40619715.15,4061971.515,Test AI Services,Lattice3D,Lattice Technology,44681686.665,5280562.969500001
P2SCSJ91BR52L8U,SR#010101,Central,Central-E,CHHATTISGARH,Bastar,BL#03070455,North,North-W,Finance,Operations,ID#49126435,ACCELYA SOLUTIONS INDIA LIMITED,IT - Software,Computers - Software - Medium / Small,OR# 5651998,26-07-2021,2021-10-01 00:00:00,30-10-2021,04-05-2022,P#0104,CySec,Cy-Sec-Ops,T#0118,Amazon,Alexa,Direct,New,Type,R&R,43884180,16.7981744053725,7371741.09276763,Connectivity & Comms,Water Resources Management,AECOM,23697457.2,6161338.872000001,Test Automation,Imaging Systems,GE Healthcare,24408380.916,2440838.0916,AI & Analytics,ManageEngine ServiceDesk Plus,ManageEngine,26849219.00760001,3173089.51908,Connectivity & Comms,Water Resources Management,AECOM,23697457.2,6161338.872000001,Test Automation,Imaging Systems,GE Healthcare,24408380.916,2440838.0916,AI & Analytics,ManageEngine ServiceDesk Plus,ManageEngine,26849219.00760001,3173089.51908
P2SCSJ91BR52L8U,SR#010155,West,West-S,GUJARAT,SURAT,BL#03060133,North,North-SS,Public Sector,Design,ID#33178258,ADANI WILMAR LIMITED,Edible Oil,Solvent Extraction,OR# 2748137,13-01-2024,2024-02-19 00:00:00,13-04-2024,27-02-2025,P#0303,Digital,Data Engineering,T#0452,SNC-Lavalin,Project Management,Direct,New,Type,R&R,56846646,12.2022442735486,6936566.60623948,Maintenance,Propel PLM,Propel,25012524.24,10005009.696,Customer Experince,Veeva CRM,Veeva Systems,26263150.452,2888946.54972,Digital Experience,Autodesk Fusion 360,Autodesk,28889465.4972,3755630.514636,Maintenance,Propel PLM,Propel,25012524.24,10005009.696,Customer Experince,Veeva CRM,Veeva Systems,26263150.452,2888946.54972,Digital Experience,Autodesk Fusion 360,Autodesk,28889465.4972,3755630.514636
P2SCSJ91BR52L8U,SR#010119,North,West-N,RAJASTHAN,BIKANER,BL#03070499,North,North-W,Finance,Management,ID#49126435,ACCELYA SOLUTIONS INDIA LIMITED,IT - Software,Computers - Software - Medium / Small,OR# 8666381,14-07-2023,2023-09-21 00:00:00,15-10-2023,04-06-2024,P#0201,ERD,Systems Engineering,T#0106,Adobe,Adobe Experience Manager,Direct,AMC,Design,FP,59653181,31.170688705733,18594307.3525774,Connectivity & Comms,Rec Room (Social VR Platform),Rec Room,25650867.83,7182242.9924,Connectivity & Comms,Clinical Trial Management,Medidata Solutions,27959445.9347,2236755.674776,Apps Management,Aras Innovator,Aras,30755390.52817,2907782.3772088,Connectivity & Comms,Rec Room (Social VR Platform),Rec Room,25650867.83,7182242.9924,Connectivity & Comms,Clinical Trial Management,Medidata Solutions,27959445.9347,2236755.674776,Apps Management,Aras Innovator,Aras,30755390.52817,2907782.3772088
P2SCSJ91BR52L8U,SR#010164,West,West-DW,MAHARASHTRA,NASHIK,BL#01020299,Central,Central-W,Engineering,Management,ID#33178258,ADANI WILMAR LIMITED,Edible Oil,Solvent Extraction,OR# 8272659,11-02-2021,2021-05-15 00:00:00,09-07-2021,23-01-2022,P#0402,CSD,Apps Maintenance,T#0299,ManageEngine,ManageEngine OpManager (Network Management),Direct,AMC,Run,T&M,19292626,11.8507256559739,2286316.1790931,Maintenance,Zabbix (Cloud Monitoring),Zabbix,9646313.0,2797430.77,Data Management,ClickUp (Task and Project Management),ClickUp,9839239.26,1082316.3186,Migrations,JavaScript,Open Source,10823163.186,1407011.21418,Maintenance,Zabbix (Cloud Monitoring),Zabbix,9646313.0,2797430.77,Data Management,ClickUp (Task and Project Management),ClickUp,9839239.26,1082316.3186,Migrations,JavaScript,Open Source,10823163.186,1407011.21418
P2SCSJ91BR52L8U,SR#010112,North,North-SS,HARYANA,SONEPAT,BL#05010611,West,West-DW,Telecom,Technical,ID#49126435,ACCELYA SOLUTIONS INDIA LIMITED,IT - Software,Computers - Software - Medium / Small,OR# 2559804,18-02-2022,2022-04-16 00:00:00,11-05-2022,22-01-2023,P#0902,Consulting,AI Management,T#0518,Zoho,Zoho CRM (Customer Relationship Management),Captive,AMC,Design,FP,83423829,14.4956258685993,12092806.1371,Automation,SNL Service Management,SNL,47551582.52999999,16643053.8855,Maintenance,JavaScript,Open Source,48978130.0059,7346719.500885,Digital Experience,OpenStack (Cloud Infrastructure Management),OpenStack,53875943.00649,9550735.3511505,Automation,SNL Service Management,SNL,47551582.52999999,16643053.8855,Maintenance,JavaScript,Open Source,48978130.0059,7346719.500885,Digital Experience,OpenStack (Cloud Infrastructure Management),OpenStack,53875943.00649,9550735.3511505
P2SCSJ91BR52L8U,SR#010102,Central,Central-E,CHHATTISGARH,RAIPUR,BL#01020533,Central,Central-W,Consumer,Design,ID#33178258,ADANI WILMAR LIMITED,Edible Oil,Solvent Extraction,OR# 7586732,21-08-2019,2019-10-03 00:00:00,19-10-2019,09-04-2020,P#0907,Consulting,Compliance,T#0142,Basecamp,Basecamp (Project Management),Direct,New,Design,T&M,36985244,10.5959359613724,3918932.76939735,Network Management,Unreal Engine (VR and Metaverse Development),Epic Games,18122769.56,4168236.9988,Apps Integration,Go (Golang),Open Source,18303997.2556,2745599.58834,Connectivity & Comms,BMC TrueSight (Infrastructure Management),BMC,20134396.98116,3569279.464842,Network Management,Unreal Engine (VR and Metaverse Development),Epic Games,18122769.56,4168236.9988,Apps Integration,Go (Golang),Open Source,18303997.2556,2745599.58834,Connectivity & Comms,BMC TrueSight (Infrastructure Management),BMC,20134396.98116,3569279.464842
P2SCSJ91BR52L8U,SR#010139,South,South-N,TAMIL NADU,CHENNAI,BL#03030355,North,North-NE,LifeSciences,Operations,ID#65171585,ADANI GREEN ENERGY LIMITED,Power Generation & Distribution,Power Generation And Supply,OR# 2409261,19-10-2020,2020-12-27 00:00:00,10-02-2021,22-06-2021,P#0303,Digital,Data Engineering,T#0263,IBM,SPSS,Captive,New,Type,FP,69370287,34.8827883666189,24198290.4035261,Cy-Sec-Ops,Ivanti Service Manager,Ivanti,38847360.72000001,15538944.288,Supply Chain,Tecnomatix,Siemens,41566675.97040001,5403667.876152001,CRM,Applitools Visual AI,Applitools,45723343.56744001,7024768.238997602,Cy-Sec-Ops,Ivanti Service Manager,Ivanti,38847360.72000001,15538944.288,Supply Chain,Tecnomatix,Siemens,41566675.97040001,5403667.876152001,CRM,Applitools Visual AI,Applitools,45723343.56744001,7024768.238997602
P2SCSJ91BR52L8U,SR#010106,East,East-C1,WEST BENGAL,Burdwan,BL#03040422,North,North-SC,Finance,Process,ID#33178258,ADANI WILMAR LIMITED,Edible Oil,Solvent Extraction,OR# 1912864,29-10-2020,2020-12-28 00:00:00,21-02-2021,10-12-2021,P#0301,Digital,AI & Analytics,T#0136,Autodesk,Autodesk Fusion 360,Direct,New,Design,R&R,63661951,15.1080074060725,9618052.27193027,Apps Rationalization,Zoho Creator (Low-Code Application Development),Zoho Creator,36287312.07,7257462.414000001,Smart Services,Tosca,Tricentis,39916043.277,4789925.19324,Estate & CMDB,IBM Watson,IBM,43907647.60470001,6226902.751212,Apps Rationalization,Zoho Creator (Low-Code Application Development),Zoho Creator,36287312.07,7257462.414000001,Smart Services,Tosca,Tricentis,39916043.277,4789925.19324,Estate & CMDB,IBM Watson,IBM,43907647.60470001,6226902.751212
P2SCSJ91BR52L8U,SR#010162,West,West-DW,MAHARASHTRA,MUMBAI,BL#05030155,West,West-S,Public Sector,Operations,ID#49126435,ACCELYA SOLUTIONS INDIA LIMITED,IT - Software,Computers - Software - Medium / Small,OR# 3932252,18-09-2020,2020-11-28 00:00:00,12-01-2021,01-11-2021,P#0307,Digital,Automation,T#0332,Norton,Norton Security Suite,Direct,New,Build,FP,69913394,14.6138132609151,10217012.8435278,Test Env & Data Serv,Jira (Agile Project Management),Jira,34257563.06,7194088.2426,Cy-Sec-Ops,Power & Energy Engineering,Burns & McDonnell,38368470.62720001,4987901.181536001,Supply Chain,Falcon (Endpoint Protection),CrowdStrike,42205317.68992001,6484271.535996802,Test Env & Data Serv,Jira (Agile Project Management),Jira,34257563.06,7194088.2426,Cy-Sec-Ops,Power & Energy Engineering,Burns & McDonnell,38368470.62720001,4987901.181536001,Supply Chain,Falcon (Endpoint Protection),CrowdStrike,42205317.68992001,6484271.535996802
P2SCSJ91BR52L8U,SR#010162,West,West-DW,MAHARASHTRA,MUMBAI,BL#02010555,East,East-C1,Consumer,Operations,ID#49126435,ACCELYA SOLUTIONS INDIA LIMITED,IT - Software,Computers - Software - Medium / Small,OR# 3947241,26-02-2020,2020-04-13 00:00:00,10-05-2020,04-09-2020,P#0201,ERD,Systems Engineering,T#0392,Pipedrive,Pipedrive (Sales CRM),Captive,New,Manage,FP,52100488,14.367993761175,7485794.86538173,DevOps,Life Sciences Equipment,GE Healthcare,31260292.8,8440279.056,Test Env & Data Serv,Project Management,Arcadis,34698925.008,4163871.00096,Network Management,Arena PLM,Arena Solutions,38168817.50880001,5413032.301248,DevOps,Life Sciences Equipment,GE Healthcare,31260292.8,8440279.056,Test Env & Data Serv,Project Management,Arcadis,34698925.008,4163871.00096,Network Management,Arena PLM,Arena Solutions,38168817.50880001,5413032.301248
P2SCSJ91BR52L8U,SR#010139,South,South-N,TAMIL NADU,CHENNAI,BL#02020322,East,East-C4,LifeSciences,Process,ID#49126435,ACCELYA SOLUTIONS INDIA LIMITED,IT - Software,Computers - Software - Medium / Small,OR# 2623212,30-08-2023,2023-10-09 00:00:00,28-11-2023,21-11-2024,P#0802,Infra,Workplace Services,T#0390,PhoneGap,PhoneGap (Cross-Platform Development Framework),Direct,AMC,Type,FP,47285244,30.1283389283168,14246258.5754016,CRM,Environmental Engineering,Arcadis,21751212.24,7612924.284,Systems Engineering,SNL Service Management,SNL,24143845.58640001,2414384.558640001,Data Mining,Prisma Cloud (Cloud Security),Palo Alto Networks,26558230.14504001,3138699.926232001,CRM,Environmental Engineering,Arcadis,21751212.24,7612924.284,Systems Engineering,SNL Service Management,SNL,24143845.58640001,2414384.558640001,Data Mining,Prisma Cloud (Cloud Security),Palo Alto Networks,26558230.14504001,3138699.926232001
P2SCSJ91BR52L8U,SR#010124,North,North-C,UTTAR PRADESH,GREATER NOIDA,BL#01010111,Central,Central-E,Public Sector,Technical,ID#49126435,ACCELYA SOLUTIONS INDIA LIMITED,IT - Software,Computers - Software - Medium / Small,OR# 5824163,22-07-2021,2021-09-24 00:00:00,28-10-2021,20-07-2022,P#0804,Infra,Connectivity & Comms,T#0482,Tetra Tech,Water Resources Management,Direct,Renewal,Build,T&M,46551674,29.9173544023488,13927029.290806,Data Engineering,Flutter (UI Toolkit by Google),Flutter,20948253.3,9217231.452,Connected Systems,Node.js,Open Source,22205148.498,2886669.304740001,Data Engineering,Asset Integrity Management,Wood Group,24425663.34780001,3752670.096162001,Data Engineering,Flutter (UI Toolkit by Google),Flutter,20948253.3,9217231.452,Connected Systems,Node.js,Open Source,22205148.498,2886669.304740001,Data Engineering,Asset Integrity Management,Wood Group,24425663.34780001,3752670.096162001
P2SCSJ91BR52L8U,SR#010159,West,North-SS,HARYANA,Dudhola,BL#05030344,West,West-S,LifeSciences,Architect,ID#33178258,ADANI WILMAR LIMITED,Edible Oil,Solvent Extraction,OR# 6137143,28-11-2022,2023-02-08 00:00:00,25-02-2023,28-11-2023,P#0603,PBS,Maintenance,T#0398,Propel,Propel PLM,Direct,Renewal,Design,T&M,49673828,28.3318686498843,14073523.7023294,Test Automation,PhoneGap (Cross-Platform Development Framework),PhoneGap,25333652.28,6586749.592800001,AI Management,React Native,Facebook,27107007.9396,2168560.635168,Migrations,Unity (VR and Metaverse Development Platform),Unity,29817708.73356,2819128.8257184,Test Automation,PhoneGap (Cross-Platform Development Framework),PhoneGap,25333652.28,6586749.592800001,AI Management,React Native,Facebook,27107007.9396,2168560.635168,Migrations,Unity (VR and Metaverse Development Platform),Unity,29817708.73356,2819128.8257184
P2SCSJ91BR52L8U,SR#010140,South,South-N,TAMIL NADU,COIMBATORE,BL#05010333,West,West-DW,LifeSciences,Design,ID#49126435,ACCELYA SOLUTIONS INDIA LIMITED,IT - Software,Computers - Software - Medium / Small,OR# 2039389,13-04-2020,2020-07-27 00:00:00,19-09-2020,28-03-2021,P#0804,Infra,Connectivity & Comms,T#0409,Rec Room,Rec Room (Social VR Platform),Direct,Renewal,Manage,PPU,43519556,26.2945480901713,11443270.581049,PLM Services,Hexagon PPM (SmartPlant),Hexagon,26111733.6,10183576.104,Apps Management,Engineering Design,Bechtel,28722906.96,4021206.974400001,Apps Maintenance,Sauce Labs Testing Cloud,Sauce Labs,31595197.656,5227569.066720001,PLM Services,Hexagon PPM (SmartPlant),Hexagon,26111733.6,10183576.104,Apps Management,Engineering Design,Bechtel,28722906.96,4021206.974400001,Apps Maintenance,Sauce Labs Testing Cloud,Sauce Labs,31595197.656,5227569.066720001
P2SCSJ91BR52L8U,SR#010143,South,South-N,TAMIL NADU,KUMBAKONAM,BL#05030622,West,West-S,Telecom,Process,ID#33178258,ADANI WILMAR LIMITED,Edible Oil,Solvent Extraction,OR# 2672620,24-10-2021,2022-02-05 00:00:00,12-03-2022,10-10-2022,P#0603,PBS,Maintenance,T#0513,Zabbix,Zabbix (Cloud Monitoring),Direct,AMC,Manage,FP,61302228,21.5047033459358,13182862.2758492,Management,SAP S/4HANA,SAP,28199024.88,7895726.966400001,Test AI Services,IBM Cloud,IBM,29326985.8752,2932698.587520001,Estate & CMDB,Samsung Odyssey VR Headsets,Samsung,32259684.46272001,3812508.163776001,Management,SAP S/4HANA,SAP,28199024.88,7895726.966400001,Test AI Services,IBM Cloud,IBM,29326985.8752,2932698.587520001,Estate & CMDB,Samsung Odyssey VR Headsets,Samsung,32259684.46272001,3812508.163776001
